StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7,Q8,Q9,Q10_1,Q11_1,Q11_2,Q12,Q13,Q14 - version 1,Q14 - version 2,Q15 - Group 1,Q15 - Group 2,Q15 - Group 3,Q15 - Group 4,Q15 - Group 5,Q15 - Group 6,Q15 - Group 7,Q15 - Group 8,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q20,Q21,Q22,SC0,opp,isNew,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,tg,age,LS,ClientDuration,gender,university_education,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
2024-02-26T21:55:29Z,2024-02-26T22:01:16Z,IP Address,100,346,True,2024-02-26T22:01:16Z,R_7rNPzGG4Ee7yDKG,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.1080000000000001,0,Подтверждаю,35,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Социальные сети и мессенджеры,0,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,NA,"Oпределенно, не одобряю ",10 (полностью оправданно),абсолютно не применимо,Полностью применимо,Затрудняюсь ответить,абсолютно не применимо,Затрудняюсь ответить,Нет,Нет,Скорее да,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало немного лучше, чем раньше","Стало немного хуже, чем раньше",105,Qual5353-8-11-Rissianx2panel,NA,346,NA,NA,F,2AJca73HXcEVqrSyLGXykT,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,346,Woman,BA+,35-44,29301.213333333333,150,0.09202453987730061,February Survey,4395182,0.036790075839747256,Census 2020,0.3997854907919202
2024-02-26T21:57:22Z,2024-02-26T22:01:36Z,IP Address,100,255,True,2024-02-26T22:01:38Z,R_7LqlrnwIXV1JXEp,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.012,0,Подтверждаю,50,Москва,Москва,Женский,Незаконченное высшее (не менее трех курсов вуза),Скорее доверяют,Скорее не доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Затрудняюсь ответить,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,NA,1,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,"Cкорее, одобряю",0 (совершенно не оправданно),абсолютно не применимо,частично применимо,абсолютно не применимо,Полностью применимо,Полностью применимо,Нет,Скорее нет,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",185,Qual5353-8-11-Rissianx2panel,NA,255,NA,NA,F,0Me0VHGzU59iV8UbS45s9S,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,255,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T21:58:09Z,2024-02-26T22:01:44Z,IP Address,100,214,True,2024-02-26T22:01:45Z,R_1dvXebUuP0sgtBn,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.1120000000000001,0,Подтверждаю,31,Республика Татарстан (Татарстан),В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Телевидение,2,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нет,Скорее нет,Нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше","Стало значительно лучше, чем раньше",123,Qual5353-8-11-Rissianx2panel,NA,214,NA,NA,F,6MSuxYXpCr3Mn70s3NGIye,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,214,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T21:54:50Z,2024-02-26T22:02:02Z,IP Address,100,431,True,2024-02-26T22:02:03Z,R_5lt0pHmvNqfB7P6,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.429,0,Подтверждаю,50,Пермский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Совсем не доверяют,Совсем не доверяют,Не одобряю,Леонид Слуцкий,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,3,NA,NA,NA,NA,NA,NA,"Определенно, одобряю",NA,NA,"Определенно, одобряю  ",5,частично применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью применимо,Скорее нет,Скорее нет,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало значительно хуже, чем раньше",95,Qual5353-8-11-Rissianx2panel,NA,431,NA,NA,F,0mvmwQCGqxg3G276vBuL42,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,431,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T21:57:25Z,2024-02-26T22:02:08Z,IP Address,100,284,True,2024-02-26T22:02:10Z,R_817raOuaZ9DbKl0,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.0940000000000001,0,Подтверждаю,31,Челябинская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Социальные сети и мессенджеры,NA,4,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",Затрудняюсь ответить   ,частично применимо,частично применимо,абсолютно не применимо,частично применимо,скорее неприменимо,Скорее нет,Скорее да,Нет,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",145,Qual5353-8-11-Rissianx2panel,NA,284,NA,NA,F,5JyU1HJuMlNocP8WhAvPOU,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,284,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T21:57:58Z,2024-02-26T22:02:46Z,IP Address,100,287,True,2024-02-26T22:02:47Z,R_8Im9AbPuhYQSN5D,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.01,0,Подтверждаю,19,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Законченное среднее образование (школа, лицей, гимназия)",Скорее доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Социальные сети и мессенджеры,NA,2,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,"Oпределенно, не одобряю ",Затрудняюсь ответить   ,частично применимо,частично применимо,частично применимо,Полностью применимо,Полностью применимо,Скорее да,Скорее нет,Скорее нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,102,Qual5353-8-11-Rissianx2panel,NA,287,NA,NA,F,1ekv3FJjTMbxzLlRsFvzPV,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,287,Woman,BA-,18-24,59574.33766233767,77,0.04723926380368098,February Survey,4587224,0.0383975723539796,Census 2020,0.8128317264543734
2024-02-26T21:56:43Z,2024-02-26T22:02:46Z,IP Address,100,362,True,2024-02-26T22:02:47Z,R_7EYfqnonMpuZo1o,anonymous,EN,1,NA,0,0,NA,0,0,1.1259999999999999,0,Подтверждаю,29,Ростовская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,2,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",10 (полностью оправданно),частично применимо,абсолютно не применимо,Полностью применимо,абсолютно не применимо,частично применимо,Скорее нет,Скорее нет,Да,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше",Практически ничего не изменилось,117,Qual5353-8-11-Rissianx2panel,NA,362,NA,NA,F,30uPa3dYFzyUqqEPd9N3Sd,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,362,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T21:58:20Z,2024-02-26T22:02:48Z,IP Address,100,268,True,2024-02-26T22:02:48Z,R_8eZXrOn5ptXdaF3,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.006,0,Подтверждаю,18,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Законченное среднее образование (школа, лицей, гимназия)",Скорее доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Телевидение,NA,2,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,"Oпределенно, не одобряю ",0 (совершенно не оправданно),Полностью применимо,частично применимо,частично применимо,скорее неприменимо,Полностью применимо,Скорее да,Скорее нет,Скорее нет,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,102,Qual5353-8-11-Rissianx2panel,NA,268,NA,NA,F,27tZy5CBOkBtTu8X9jCrpI,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,268,Woman,BA-,18-24,59574.33766233767,77,0.04723926380368098,February Survey,4587224,0.0383975723539796,Census 2020,0.8128317264543734
2024-02-26T21:47:09Z,2024-02-26T22:02:57Z,IP Address,100,947,True,2024-02-26T22:02:57Z,R_4hbgLtBlVxtUApP,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,2.7250000000000001,0,Подтверждаю,54,Саратовская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (магистратура),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,NA,4,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",4,абсолютно не применимо,Полностью применимо,абсолютно не применимо,частично применимо,частично применимо,Скорее нет,Скорее да,Нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",118,Qual5353-8-11-Rissianx2panel,NA,947,NA,NA,F,4HUPBcFuIcwcQWiyW9VyxB,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,947,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T21:20:35Z,2024-02-26T22:03:07Z,IP Address,100,2552,True,2024-02-26T22:03:07Z,R_80PBWhJmOobgtO0,anonymous,EN,1,NA,0,0,NA,0,0,1.1299999999999999,0,Подтверждаю,48,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Затрудняюсь ответить,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,Затрудняюсь ответить,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Телевидение,1,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,"Cкорее, одобряю",5,скорее неприменимо,частично применимо,частично применимо,частично применимо,частично применимо,Нет,Скорее нет,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",279,Qual5353-8-11-Rissianx2panel,NA,2552,NA,NA,F,7iX4nnRRLuR56MxNQsWqsi,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,2552,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T21:54:34Z,2024-02-26T22:03:10Z,IP Address,100,517,True,2024-02-26T22:03:12Z,R_7M14NQWj9iqZ6xP,anonymous,EN,1,NA,0,20,NA,0,0,1.0089999999999999,0,Подтверждаю,48,Омская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,NA,2,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Cкорее, одобряю",10 (полностью оправданно),частично применимо,абсолютно не применимо,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Скорее да,Скорее нет,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного хуже, чем раньше",100,Qual5353-8-11-Rissianx2panel,NA,517,NA,NA,F,27Eak9dGQS3mPQM4cmwfIG,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,517,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T21:59:10Z,2024-02-26T22:03:41Z,IP Address,100,270,True,2024-02-26T22:03:42Z,R_2JZifZ9fWXiV8id,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,2.331,0,Подтверждаю,21,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Незаконченное высшее (не менее трех курсов вуза),Полностью доверяют,Скорее доверяют,Одобряю,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Телевидение,NA,4,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",6,скорее неприменимо,Полностью применимо,скорее неприменимо,частично применимо,абсолютно не применимо,Скорее да,Скорее нет,Скорее нет,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,Практически ничего не изменилось,195,Qual5353-8-11-Rissianx2panel,NA,270,NA,NA,F,2H5yLTun0h2DHx84XkEusp,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,270,Woman,BA-,18-24,59574.33766233767,77,0.04723926380368098,February Survey,4587224,0.0383975723539796,Census 2020,0.8128317264543734
2024-02-26T21:58:43Z,2024-02-26T22:04:27Z,IP Address,100,344,True,2024-02-26T22:04:28Z,R_43pXWnARAs5DuW7,anonymous,EN,1,NA,0,0,NA,0,0,1.1619999999999999,0,Подтверждаю,34,Кемеровская область,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)","Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Затрудняюсь ответить,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Иногда,Телевидение,NA,1,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,5,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Затрудняюсь ответить,452,Qual5353-8-11-Rissianx2panel,NA,344,NA,NA,F,1IbI2EpvS3l35Oh2TcWVTz,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,344,Woman,BA-,25-34,59556.027777777774,108,0.06625766871165645,February Survey,6432051,0.053839782765565156,Census 2020,0.8125819065543629
2024-02-26T21:59:42Z,2024-02-26T22:04:55Z,IP Address,100,313,True,2024-02-26T22:04:56Z,R_4qmWkZLnE6Pe6Zr,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.41,0,Подтверждаю,49,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),Скорее доверяют,Скорее доверяют,Одобряю,Не стал бы участвовать в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Интернет-ресурсы,NA,2,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,"Oпределенно, не одобряю ",10 (полностью оправданно),Полностью применимо,абсолютно не применимо,Полностью применимо,абсолютно не применимо,абсолютно не применимо,Да,Скорее нет,Да,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",100,Qual5353-8-11-Rissianx2panel,NA,313,NA,NA,F,1QZVLbtuPIdPdpmO2TITOP,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,313,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T21:54:33Z,2024-02-26T22:05:02Z,IP Address,100,628,True,2024-02-26T22:05:03Z,R_5P6wRpEY8MNgUlR,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.8360000000000001,0,Подтверждаю,48,Тверская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Законченное среднее образование (школа, лицей, гимназия)",Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений","В чем-то согласны, в чем-то нет",Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,2,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,3,частично применимо,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Денег хватает только на самое необходимое ,"Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",296,Qual5353-8-11-Rissianx2panel,NA,628,NA,NA,F,7nxiOWmOICBufeNaHeVK3y,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,628,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T21:59:04Z,2024-02-26T22:05:18Z,IP Address,100,373,True,2024-02-26T22:05:18Z,R_3gSDR0QDJZ8YpKW,anonymous,EN,1,NA,NA,NA,NA,0,0,1.194,0,Подтверждаю,47,Владимирская область,В городе 500 тыс.-1 млн. жителей,Женский,"Законченное среднее образование (школа, лицей, гимназия)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,NA,2,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,Затрудняюсь ответить   ,5,частично применимо,Затрудняюсь ответить,частично применимо,абсолютно не применимо,Затрудняюсь ответить,Нет,Скорее нет,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",62,Qual5353-8-11-Rissianx2panel,NA,373,NA,NA,F,7FYG95lLCrykLB0zKq8xcA,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,373,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T22:01:57Z,2024-02-26T22:05:24Z,IP Address,100,205,True,2024-02-26T22:05:25Z,R_2rHIsnJ9pmQGfDt,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.2569999999999999,0,Подтверждаю,42,Ярославская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Не стал бы участвовать в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","В чем-то согласны, в чем-то нет","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Интернет-ресурсы,NA,1,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Cкорее, одобряю",5,Затрудняюсь ответить,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее нет,Скорее нет,Скорее да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного хуже, чем раньше",142,Qual5353-8-11-Rissianx2panel,NA,205,NA,NA,F,5SbQDx8FAsPrprCO65zds0,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,205,Woman,BA+,35-44,29301.213333333333,150,0.09202453987730061,February Survey,4395182,0.036790075839747256,Census 2020,0.3997854907919202
2024-02-26T21:55:44Z,2024-02-26T22:05:46Z,IP Address,100,602,True,2024-02-26T22:05:47Z,R_2q8A7zaMbZKZwTQ,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.194,0,Подтверждаю,35,Белгородская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Иногда,Социальные сети и мессенджеры,2,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,Затрудняюсь ответить   ,5,абсолютно не применимо,скорее неприменимо,абсолютно не применимо,скорее неприменимо,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Скорее нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",157,Qual5353-8-11-Rissianx2panel,NA,602,NA,NA,F,0FNwtn9lOdv0KTwiGqllW5,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,602,Woman,BA+,35-44,29301.213333333333,150,0.09202453987730061,February Survey,4395182,0.036790075839747256,Census 2020,0.3997854907919202
2024-02-26T22:01:48Z,2024-02-26T22:06:13Z,IP Address,100,266,True,2024-02-26T22:06:15Z,R_73fVnElidVZvDD8,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.1859999999999999,0,Подтверждаю,33,Республика Татарстан (Татарстан),В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Затрудняюсь ответить,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,Отказ от ответа,Отказ от ответа,Не слежу,Телевидение,0,NA,NA,NA,NA,NA,NA,NA,NA,Отказ от ответа,Отказ от ответа,Затрудняюсь ответить   ,Затрудняюсь ответить,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Отказ от ответа,Отказ от ответа,Отказ от ответа,781,Qual5353-8-11-Rissianx2panel,NA,266,NA,NA,F,4Nj2ujKOAf67iAgIDFmwtX,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,266,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
