StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q7,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11,Q12,DV1A,DV1B,DV1C,DV1D,DV2,DV3,Q16_1,Q16_2,Q16_3,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q19,Q20_1,Q21,Q22,Q23,SC0,opp,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,age,LS,ClientDuration,gender,age_group,university_education,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
28/03/2024 03:41,28/03/2024 03:48,IP Address,100,456,TRUE,28/03/2024 03:48,R_7m3VCn3vEAOWPqp,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.031,0,Подтверждаю,19,Санкт-Петербург,Санкт-Петербург,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",81,Затрудняюсь ответить,Очень редко,Скорее согласны,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,NA,Скорее не контролирует политическую ситуацию,NA,Большинство,Скорее не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно хуже, чем раньше",110,Qual0196-1602Russia,456,NA,NA,FALSE,4AetcF3m2CN3ktergzPfxU,5,0.75,1,NA,23476773,598,NA,anonymous,18-24,NA,456,Woman,18-24,BA-,62838.68493150684,73,0.04478527607361963,March Survey,4587224,0.0383975723539796,Census 2020,0.8573704511915994
28/03/2024 03:46,28/03/2024 03:48,IP Address,100,167,TRUE,28/03/2024 03:48,R_1MxO5enePAwnDda,anonymous,EN,1,NA,0,0,NA,0,0,1.113,0,Подтверждаю,20,Москва,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (магистратура),87,Да,Очень редко,"В чем-то согласны, в чем-то нет",NA,NA,Газеты и журналы (в т.ч. их электронные версии),NA,NA,NA,NA,NA,NA,Не одобряю,Затрудняюсь ответить,Скорее не контролирует политическую ситуацию,NA,NA,NA,Незначительное меньшинство,Скорее не контролирует элиты,Скорее не соблюдаются,Скорее соблюдаются,Скорее не соблюдаются,Полностью не оправдано,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,3,Вполне вероятна,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше",Практически ничего не изменилось,174,Qual0196-1602Russia,167,NA,NA,FALSE,164jyp3zehE70OG3QgNudV,5,0.75,1,NA,23476773,598,NA,anonymous,18-24,NA,167,Woman,18-24,BA+,14616.139534883721,43,0.02638036809815951,March Survey,628494,0.005260838328157085,Census 2020,0.19942247616037323
28/03/2024 03:45,28/03/2024 03:49,IP Address,100,230,TRUE,28/03/2024 03:49,R_17Utt6MhBZjexmF,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.812,0,Подтверждаю,28,Ульяновская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),NA,Нет,Затрудняюсь ответить,Затрудняюсь ответить,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",496,Qual0196-1602Russia,230,NA,NA,FALSE,7keKbZufnVsMYvHpNyBpjU,5,0.75,1,NA,23476773,598,NA,anonymous,25-34,NA,230,Woman,25-34,BA+,22508.793939393938,165,0.10122699386503067,March Survey,3713951,0.03108779999442689,Census 2020,0.30710978176312625
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,323,TRUE,28/03/2024 03:49,R_6GdI958Dg3NPnd9,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.012,0,Подтверждаю,41,Кемеровская область,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",85,Да,Затрудняюсь ответить,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Полностью контролирует политическую ситуацию,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",162,Qual0196-1602Russia,323,NA,NA,FALSE,40EbhmOXBSdc94fkjzfGOd,5,0.75,1,NA,23476773,598,NA,anonymous,35-44,NA,323,Woman,35-44,BA-,135884.6393442623,61,0.03742331288343558,March Survey,8288963,0.06938315123306815,Census 2020,1.85400879524428
28/03/2024 03:42,28/03/2024 03:49,IP Address,100,421,TRUE,28/03/2024 03:49,R_6iCOxLI1HXgWrFZ,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.088,0,Подтверждаю,29,Республика Башкортостан,В городе 500 тыс.-1 млн. жителей,Женский,"Законченное среднее образование (школа, лицей, гимназия)",87,Да,Очень редко,Совершенно согласны,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,Скорее контролирует политическую ситуацию,NA,NA,Большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Полностью не соблюдаются,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,2,Маловероятна,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,Затрудняюсь ответить,135,Qual0196-1602Russia,421,NA,NA,FALSE,0RN2H5T8hhO9xqAu06yfL4,5,0.75,1,NA,23476773,598,NA,anonymous,25-34,NA,421,Woman,25-34,BA-,70681.87912087912,91,0.0558282208588957,March Survey,6432051,0.053839782765565156,Census 2020,0.9643829220645188
28/03/2024 03:45,28/03/2024 03:49,IP Address,100,230,TRUE,28/03/2024 03:49,R_1CCz9rGgF8yTLpZ,anonymous,EN,1,NA,0,0,NA,0,0,1.148,0,Подтверждаю,44,Ростовская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),NA,Нет,Не слежу,Скорее не согласны,NA,NA,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,Затрудняюсь ответить,NA,Скорее не контролирует политическую ситуацию,NA,NA,Незначительное меньшинство,Вовсе не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",190,Qual0196-1602Russia,230,NA,NA,FALSE,2ad4K8wzmzx2UJFl1AuFrs,5,0.75,1,NA,23476773,598,NA,anonymous,35-44,NA,230,Woman,35-44,BA+,39242.69642857143,112,0.0687116564417178,March Survey,4395182,0.036790075839747256,Census 2020,0.5354269965963216
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,353,TRUE,28/03/2024 03:49,R_6r6N9hpupyfSSoh,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.147,0,Подтверждаю,40,Республика Татарстан (Татарстан),В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",78,Нет,Очень редко,Скорее согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Затрудняюсь ответить,NA,NA,NA,Полностью контролирует политическую ситуацию,Большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Затрудняюсь ответить,Совершенно оправданно,Затрудняюсь ответить,Скорее не оправдано,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Очень вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно лучше, чем раньше",211,Qual0196-1602Russia,353,NA,NA,FALSE,3PMboFW4R4A6WQghcdVTSY,5,0.75,1,NA,23476773,598,NA,anonymous,35-44,NA,353,Man,35-44,BA-,128658.23188405797,69,0.04233128834355828,March Survey,8877418,0.07430884124505821,Census 2020,1.7554117569484766
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,319,TRUE,28/03/2024 03:49,R_7dy7xcldOTroJLS,anonymous,EN,1,NA,0,0,NA,0,0,1.142,0,Подтверждаю,47,Саратовская область,В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",81,Нет,Иногда,Совершенно согласны,NA,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",Скорее контролирует политическую ситуацию,NA,NA,NA,"Многие, но не большинство",Вовсе не контролирует элиты,Скорее не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,3,Невероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",184,Qual0196-1602Russia,319,NA,NA,FALSE,7eOUe1nAgvwL5bb8J7JMrm,5,0.75,1,NA,23476773,598,NA,anonymous,45-54,NA,319,Man,45-54,BA-,97100.28947368421,76,0.046625766871165646,March Survey,7379622,0.061771469997981276,Census 2020,1.3248354749567037
28/03/2024 03:42,28/03/2024 03:49,IP Address,100,416,TRUE,28/03/2024 03:49,R_7novnGYrwB1Fb6V,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.548,0,Подтверждаю,34,Саратовская область,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",86,Нет,Иногда,"В чем-то согласны, в чем-то нет",NA,Социальные сети и мессенджеры,NA,NA,NA,NA,NA,NA,NA,Не одобряю,"Подчиняться закону во всех случаях, без исключений",NA,NA,NA,Полностью контролирует политическую ситуацию,Большинство,Скорее не контролирует элиты,Скорее не соблюдаются,Скорее не соблюдаются,Полностью не соблюдаются,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,1 Голосование не влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,91,Qual0196-1602Russia,416,NA,NA,FALSE,4EVYCEW3JpQQz1ApBi19Hw,5,0.75,1,NA,23476773,598,NA,anonymous,25-34,NA,416,Woman,25-34,BA-,70681.87912087912,91,0.0558282208588957,March Survey,6432051,0.053839782765565156,Census 2020,0.9643829220645188
28/03/2024 03:46,28/03/2024 03:49,IP Address,100,163,TRUE,28/03/2024 03:49,R_2rl4PQ98KBIKu92,anonymous,EN,0.800000012,NA,0,0,NA,0,0,1.007,0,Подтверждаю,23,Волгоградская область,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),81,Да,Иногда,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",Полностью контролирует политическую ситуацию,NA,NA,NA,Большинство,Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Скорее соблюдаются,Скорее не оправдано,Затрудняюсь ответить,Затрудняюсь ответить,Полностью не оправдано,Затрудняюсь ответить,4,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,46,Qual0196-1602Russia,163,NA,NA,FALSE,6NzzWEicXPOjeNkaj0aYeB,5,0.75,1,NA,23476773,598,NA,anonymous,18-24,NA,163,Woman,18-24,BA+,14616.139534883721,43,0.02638036809815951,March Survey,628494,0.005260838328157085,Census 2020,0.19942247616037323
28/03/2024 03:42,28/03/2024 03:49,IP Address,100,410,TRUE,28/03/2024 03:49,R_6po2g236mHXDb7b,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.041,0,Подтверждаю,65,Челябинская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Да,Постоянно,Совершенно согласны,Телевидение,NA,NA,NA,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,Полностью контролирует политическую ситуацию,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",123,Qual0196-1602Russia,410,NA,NA,FALSE,4FsUtKPqa5C94RTHzYg4b3,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,410,Woman,65+,BA-,347290.34210526315,38,0.023312883435582823,March Survey,13197033,0.11046637998827973,Census 2020,4.738426299497262
28/03/2024 03:44,28/03/2024 03:49,IP Address,100,261,TRUE,28/03/2024 03:49,R_3LF95WboA3mBwd3,anonymous,EN,1,NA,0,0,NA,0,0,1.038,0,Подтверждаю,46,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),88,Затрудняюсь ответить,Иногда,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Полностью контролирует политическую ситуацию,NA,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее не соблюдаются,Полностью соблюдаются,Затрудняюсь ответить,Совершенно оправданно,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",86,Qual0196-1602Russia,261,NA,NA,FALSE,0TYbdydOL1LZJs5as03opc,5,0.75,1,NA,23476773,598,NA,anonymous,45-54,NA,261,Woman,45-54,BA+,40538.633802816905,71,0.043558282208588955,March Survey,2878243,0.02409246721870031,Census 2020,0.553108754457486
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,387,TRUE,28/03/2024 03:49,R_6dFFRsFUbSDflD2,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.019,0,Подтверждаю,58,Республика Татарстан (Татарстан),В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),82,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Полностью контролирует политическую ситуацию,NA,NA,NA,Подавляющее большинство,Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",116,Qual0196-1602Russia,387,NA,NA,FALSE,6Dw8YSK0sEqkrhw5DoGelh,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,387,Woman,55-64,BA+,32107.58904109589,73,0.04478527607361963,March Survey,2343854,0.01961933918033314,Census 2020,0.4380756556704523
28/03/2024 03:40,28/03/2024 03:49,IP Address,100,533,TRUE,28/03/2024 03:49,R_7hopEgE1ztWMJ0X,anonymous,EN,0.800000012,NA,0,0,NA,0,0,1.108,0,Подтверждаю,24,Тюменская область,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",85,Нет,Иногда,Скорее согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Затрудняюсь ответить,Затрудняюсь ответить,NA,Скорее контролирует политическую ситуацию,NA,NA,Большинство,Затрудняюсь ответить,Скорее соблюдаются,Скорее не соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,3,Отказ от ответа,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало значительно хуже, чем раньше",305,Qual0196-1602Russia,533,NA,NA,FALSE,6RVUep0RBe85my7P9Lz4qw,5,0.75,1,NA,23476773,598,NA,anonymous,18-24,NA,533,Woman,18-24,BA-,62838.68493150684,73,0.04478527607361963,March Survey,4587224,0.0383975723539796,Census 2020,0.8573704511915994
28/03/2024 03:44,28/03/2024 03:49,IP Address,100,278,TRUE,28/03/2024 03:49,R_1gNwwT3osQRuKqd,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.007,0,Подтверждаю,36,Чувашская Республика - Чувашия,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),71,Нет,Иногда,Скорее согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Скорее контролирует политическую ситуацию,NA,NA,"Многие, но не большинство",Скорее не контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",118,Qual0196-1602Russia,278,NA,NA,FALSE,0W1P3oveZdq5YTkB52uOoE,5,0.75,1,NA,23476773,598,NA,anonymous,35-44,NA,278,Woman,35-44,BA+,39242.69642857143,112,0.0687116564417178,March Survey,4395182,0.036790075839747256,Census 2020,0.5354269965963216
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,390,TRUE,28/03/2024 03:49,R_3aQddsj6PoMhrod,anonymous,EN,0.899999976,NA,0,0,NA,0,0,4.975,0,Подтверждаю,46,Омская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),83,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,NA,Полностью контролирует политическую ситуацию,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,95,Qual0196-1602Russia,390,NA,NA,FALSE,2ChLy5nlmJvaJPemMuzll2,5,0.75,1,NA,23476773,598,NA,anonymous,45-54,NA,390,Woman,45-54,BA+,40538.633802816905,71,0.043558282208588955,March Survey,2878243,0.02409246721870031,Census 2020,0.553108754457486
28/03/2024 03:41,28/03/2024 03:49,IP Address,100,467,TRUE,28/03/2024 03:49,R_3dFwSbn7PNotoq9,anonymous,EN,1,NA,0,0,NA,0,0,1.132,0,Подтверждаю,22,Красноярский край,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",78,Нет,Иногда,"В чем-то согласны, в чем-то нет",NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Полностью контролирует политическую ситуацию,NA,NA,Подавляющее большинство,Полностью контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Совершенно оправданно,Отказ от ответа,Отказ от ответа,Отказ от ответа,Затрудняюсь ответить,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",65,Qual0196-1602Russia,467,NA,NA,FALSE,6l1R6GNbTHb2duYPY21zVr,5,0.75,1,NA,23476773,598,NA,anonymous,18-24,NA,467,Woman,18-24,BA-,62838.68493150684,73,0.04478527607361963,March Survey,4587224,0.0383975723539796,Census 2020,0.8573704511915994
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,384,TRUE,28/03/2024 03:49,R_8zhY0tRSv14xAbh,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.184,0,Подтверждаю,30,Республика Башкортостан,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (магистратура),87,Нет,Очень редко,Скорее согласны,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Скорее контролирует политическую ситуацию,NA,NA,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,52,Qual0196-1602Russia,384,NA,NA,FALSE,3qHKVDsT4NlJ084XiAAZ19,5,0.75,1,NA,23476773,598,NA,anonymous,25-34,NA,384,Woman,25-34,BA+,22508.793939393938,165,0.10122699386503067,March Survey,3713951,0.03108779999442689,Census 2020,0.30710978176312625
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,392,TRUE,28/03/2024 03:49,R_6r1iZdU3uk1Ilhl,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.148,0,Подтверждаю,50,Ставропольский край,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),87,Затрудняюсь ответить,Иногда,Скорее согласны,Телевидение,NA,NA,NA,NA,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Затрудняюсь ответить,NA,NA,NA,Затрудняюсь ответить,Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,Затрудняюсь ответить,194,Qual0196-1602Russia,392,NA,NA,FALSE,7wHFfNw253B2b3dIvEbIcg,5,0.75,1,NA,23476773,598,NA,anonymous,45-54,NA,392,Woman,45-54,BA+,40538.633802816905,71,0.043558282208588955,March Survey,2878243,0.02409246721870031,Census 2020,0.553108754457486
28/03/2024 03:40,28/03/2024 03:49,IP Address,100,559,TRUE,28/03/2024 03:49,R_2kOMcIOb7sZi9QZ,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.083,0,Подтверждаю,55,Самарская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Затрудняюсь ответить,Иногда,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,Скорее контролирует политическую ситуацию,NA,NA,"Многие, но не большинство",Скорее не контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,2,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",83,Qual0196-1602Russia,559,NA,NA,FALSE,22ysdfbsx65IZbTh5wy1hw,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,559,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
