StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1 ,Q1,Q2,Q3,Q4,Q5,Q6_1,Q7,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11,Q12,DV1A,DV1B,DV1C,DV1D,DV2,DV3,Q16_1,Q16_2,Q16_3,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q19,Q20_1,Q21,Q22,Q23,SC0,opp,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,age,LS,ClientDuration
28/03/2024 03:45,28/03/2024 03:49,IP Address,100,285,True,28/03/2024 03:49,R_2UQ4PA3BBpl4vC1,anonymous,EN,1,,0,0,,0,0,1.69,0,Подтверждаю,43,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),82,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Скорее контролирует политическую ситуацию,"Многие, но не большинство",Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ",Практически ничего не изменилось ,Практически ничего не изменилось ,97,Qual0196-1602Russia,285,,,F,0CElEYk0skI8NvNjDVIAzM,5,.75,1,,23476773,598,,anonymous,35-44,,285
28/03/2024 03:45,28/03/2024 03:49,IP Address,100,262,True,28/03/2024 03:49,R_2C41ZYHw7k7QVmV,anonymous,EN,1,,0,20,,0,0,1.669,0,Подтверждаю,23,Пермский край,В городе 100-250 тыс. жителей,Мужской ,Высшее образование (магистратура),87,Да,Иногда ,Совершенно не согласны ,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Скорее контролирует политическую ситуацию,,,,Большинство,Полностью контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью соблюдаются,Скорее не оправдано,Полностью не оправдано,Скорее не оправдано,Полностью не оправдано,Совершенно оправданно,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ","Стало значительно хуже, чем раньше ",84,Qual0196-1602Russia,262,,,F,0uMJYnVhdjNELqksgswTsP,5,.75,1,,23476773,598,,anonymous,18-24,,262
28/03/2024 03:45,28/03/2024 03:49,IP Address,100,297,True,28/03/2024 03:50,R_22Deqa94s6RwTDj,anonymous,EN,1,,0,0,,0.597,0.597,1.113,1,Подтверждаю,56,Республика Татарстан (Татарстан),В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Скорее контролирует политическую ситуацию,,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало немного лучше, чем раньше ",108,Qual0196-1602Russia,297,,,F,7hitQANiLatRh08xvQIwgb,5,.75,1,,23476773,598,,anonymous,55+,,297
28/03/2024 03:43,28/03/2024 03:49,IP Address,100,397,True,28/03/2024 03:50,R_6EKTUScuOghATSx,anonymous,EN,0.899999976,,0,0,,0,0,1.27,0,Подтверждаю,52,Владимирская область,В городе 250-500 тыс. жителей,Мужской ,Высшее образование (бакалавриат / специалитет),87,Да,Иногда ,Совершенно согласны,Телевидение ,,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Скорее контролирует политическую ситуацию,,,,Подавляющее большинство,Затрудняюсь ответить,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",56,Qual0196-1602Russia,397,,,F,6aAK6Cr1YXoOPqSnnGubxq,5,.75,1,,23476773,598,,anonymous,45-54,,397
28/03/2024 03:47,28/03/2024 03:50,IP Address,100,166,True,28/03/2024 03:50,R_8EhlCDePZ40Ju4V,anonymous,EN,0.800000012,,0,0,,0,0,1.007,0,Подтверждаю,21,Московская область,Москва,Женский,Высшее образование (бакалавриат / специалитет),87,Да,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Полностью контролирует политическую ситуацию ,,,Большинство,Полностью контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Полностью не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Полностью не оправдано,5 Голосование влияет на ситуацию в стране,Очень вероятна,В настоящее время Вы можете практически ни в чем себе не отказывать ,"Стало значительно лучше, чем раньше ","Стало значительно лучше, чем раньше ",96,Qual0196-1602Russia,166,,,F,6qkEJBFMypUHSV9Q1aUHh6,5,.75,1,,23476773,598,,anonymous,18-24,,166
28/03/2024 03:42,28/03/2024 03:50,IP Address,100,473,True,28/03/2024 03:50,R_3pmq4fPBMX44Kgh,anonymous,EN,1,,0,0,,0,0,1.113,0,Подтверждаю,71,Санкт-Петербург,Санкт-Петербург,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",90,Да,Постоянно ,Совершенно согласны,Телевидение ,,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ",Практически ничего не изменилось ,Практически ничего не изменилось ,90,Qual0196-1602Russia,473,,,F,4jIkMRe4nKieXD3jL17C49,5,.75,1,,23476773,598,,anonymous,55+,,473
28/03/2024 03:42,28/03/2024 03:50,IP Address,100,445,True,28/03/2024 03:50,R_8GjGu3owdBts3BB,anonymous,EN,1,,0,0,,0,0,1.04,0,Подтверждаю,54,Алтайский край,В городе 500 тыс.-1 млн. жителей,Мужской ,Высшее образование (бакалавриат / специалитет),83,Нет,Постоянно ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",40,Qual0196-1602Russia,445,,,F,3kxJlEK6Df1atNPwI3Jr0b,5,.75,1,,23476773,598,,anonymous,45-54,,445
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,386,True,28/03/2024 03:50,R_6LOp2esVvne2CW4,anonymous,EN,0.899999976,,0,0,,0,0,1.511,0,Подтверждаю,53,Ставропольский край,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,Высшее образование (магистратура),74,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Вовсе не контролирует элиты,Скорее соблюдаются,Полностью соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного хуже, чем раньше ","Стало немного хуже, чем раньше ",100,Qual0196-1602Russia,386,,,F,5k4hH84d0qbr2HYthX96QZ,5,.75,1,,23476773,598,,anonymous,45-54,,386
28/03/2024 03:45,28/03/2024 03:50,IP Address,100,303,True,28/03/2024 03:50,R_2Ys5aOlh65QoYgg,anonymous,EN,1,,0,0,,0,0,1.322,0,Подтверждаю,53,Республика Мордовия,В городе 250-500 тыс. жителей,Мужской ,Высшее образование (бакалавриат / специалитет),87,Нет,Иногда ,Скорее не согласны ,,Социальные сети и мессенджеры ,,,,,,,,Не одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Скорее не контролирует политическую ситуацию,Незначительное меньшинство,Скорее контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Вполне вероятна,Денег хватает только на самое необходимое  ,"Стало немного хуже, чем раньше ","Стало значительно хуже, чем раньше ",67,Qual0196-1602Russia,303,,,F,2CyEXjGoWUmHcbXttvTicI,5,.75,1,,23476773,598,,anonymous,45-54,,303
28/03/2024 03:46,28/03/2024 03:50,IP Address,100,233,True,28/03/2024 03:50,R_5LYjCVFfPwYR8il,anonymous,EN,0.800000012,,0,0,,0,0,1.098,0,Подтверждаю,47,Мурманская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,Высшее образование (бакалавриат / специалитет),87,Нет,Постоянно ,Совершенно не согласны ,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,"Многие, но не большинство",Полностью контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало значительно лучше, чем раньше ","Стало немного хуже, чем раньше ",75,Qual0196-1602Russia,233,,,F,0XlwwJrV24IEneU4xOVgpS,5,.75,1,,23476773,598,,anonymous,45-54,,233
28/03/2024 03:47,28/03/2024 03:50,IP Address,100,180,True,28/03/2024 03:50,R_8YDrL5tY9T1NKMZ,anonymous,EN,0.899999976,,0,0,,0,0,1.009,0,Подтверждаю,35,Москва,Москва,Женский,Высшее образование (магистратура),99,Нет,Постоянно ,Совершенно согласны,,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Большинство,Полностью контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Невероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ","Стало немного хуже, чем раньше ","Стало значительно хуже, чем раньше ",81,Qual0196-1602Russia,180,,,F,6mKyvFCQ3rPw5l1LzRFoTQ,5,.75,1,,23476773,598,,anonymous,35-44,,180
28/03/2024 03:45,28/03/2024 03:50,IP Address,100,311,True,28/03/2024 03:50,R_39tpU8oF4HRzW5b,anonymous,EN,1,,0,0,,0,0,1.447,0,Подтверждаю,53,Самарская область,В городе 500 тыс.-1 млн. жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Затрудняюсь ответить,Постоянно ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Скорее контролирует политическую ситуацию,,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,Практически ничего не изменилось ,96,Qual0196-1602Russia,311,,,F,6P179i4KZThb12JHVckAqu,5,.75,1,,23476773,598,,anonymous,45-54,,311
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,440,True,28/03/2024 03:50,R_8prvgQScVQzsjcx,anonymous,EN,1,,0,0,,0,0,1.166,0,Подтверждаю,23,Архангельская область,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",,Да,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Скорее контролирует политическую ситуацию,,Большинство,Затрудняюсь ответить,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью не оправдано,Скорее не оправдано,3,Вполне вероятна,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности ",Практически ничего не изменилось ,Затрудняюсь ответить,139,Qual0196-1602Russia,440,,,F,6gAUbV4Antp5Nc7yVx14w6,5,.75,1,,23476773,598,,anonymous,18-24,,440
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,421,True,28/03/2024 03:50,R_43wB4mRAZBIerOu,anonymous,EN,1,,0,0,,0,0,1.08,0,Подтверждаю,59,Республика Татарстан (Татарстан),В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,Скорее контролирует политическую ситуацию,,,"Многие, но не большинство",Скорее не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного хуже, чем раньше ","Стало значительно хуже, чем раньше ",100,Qual0196-1602Russia,421,,,F,6FV0ltNLRcX4QeXqhxVTWz,5,.75,1,,23476773,598,,anonymous,55+,,421
28/03/2024 03:45,28/03/2024 03:50,IP Address,100,315,True,28/03/2024 03:50,R_3c5aWVFPgwpBxhS,anonymous,EN,0.899999976,,0,0,,0,0,1.137,0,Подтверждаю,40,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской ,Высшее образование (магистратура),89,Да,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Скорее контролирует политическую ситуацию,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,Денег хватает только на самое необходимое  ,"Стало немного хуже, чем раньше ","Стало немного лучше, чем раньше ",104,Qual0196-1602Russia,315,,,F,5Ptgf5bktdbgoIwAZGJNbC,5,.75,1,,23476773,598,,anonymous,35-44,,315
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,452,True,28/03/2024 03:50,R_7jKhFa9vFLWT8U9,anonymous,EN,0.899999976,,0,0,,0,0,1.037,0,Подтверждаю,62,Вологодская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),84,Затрудняюсь ответить,Очень редко ,Скорее согласны ,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,,,,,,,Одобряю  ,Затрудняюсь ответить  ,Скорее контролирует политическую ситуацию,,,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не оправдано,Затрудняюсь ответить,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,2,Маловероятна,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности ","Стало немного хуже, чем раньше ","Стало немного хуже, чем раньше ",140,Qual0196-1602Russia,452,,,F,5hDnwCDeY0lYGtzMG6kvqi,5,.75,1,,23476773,598,,anonymous,55+,,452
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,435,True,28/03/2024 03:50,R_6ojwY4NrUAm9J0l,anonymous,EN,0.899999976,,0,0,,0,0,1.009,0,Подтверждаю,64,Санкт-Петербург,Санкт-Петербург,Мужской ,Высшее образование (магистратура),87,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Полностью контролирует политическую ситуацию ,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного хуже, чем раньше ",98,Qual0196-1602Russia,435,,,F,7Jjye90la9DNDx4HjiRru9,5,.75,1,,23476773,598,,anonymous,55+,,435
28/03/2024 03:47,28/03/2024 03:50,IP Address,100,183,True,28/03/2024 03:50,R_8Pw6QCM63zp4an4,anonymous,EN,0.899999976,,0,0,,0,0,1.036,0,Подтверждаю,28,Челябинская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),65,Да,Очень редко ,Скорее согласны ,Телевидение ,,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,3,Маловероятна,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности ","Стало значительно лучше, чем раньше ","Стало значительно лучше, чем раньше ",116,Qual0196-1602Russia,183,,,F,2lWUTznAhQk8sydz3CVPFf,5,.75,1,,23476773,598,,anonymous,25-34,,183
28/03/2024 03:48,28/03/2024 03:50,IP Address,100,161,True,28/03/2024 03:50,R_2460q8ySD0IQEm4,anonymous,EN,0.899999976,,0,0,,0,0,1.114,0,Подтверждаю,23,Краснодарский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),,Отказ от ответа,Не слежу  ,Совершенно не согласны ,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,Не слежу за новостями ,,,Отказ от ответа ,Отказ от ответа ,,,,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Полностью не оправдано,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,В настоящее время Вы можете практически ни в чем себе не отказывать ,"Стало значительно лучше, чем раньше ",Отказ от ответа ,384,Qual0196-1602Russia,161,,,F,3Dg3QGfyi4jaSAb1tptwic,5,.75,1,,23476773,598,,anonymous,18-24,,161
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,452,True,28/03/2024 03:50,R_6hSi0LZBwjZEZi2,anonymous,EN,0.899999976,,0,0,,0,0,1.423,0,Подтверждаю,31,Волгоградская область,Москва,Мужской ,"Законченное среднее образование (школа, лицей, гимназия)",,Затрудняюсь ответить,Очень редко ,Совершенно не согласны ,Телевидение ,,,,,,,,,Затрудняюсь ответить  ,"Подчиняться закону во всех случаях, без исключений ",,,,Скорее контролирует политическую ситуацию,Незначительное меньшинство,Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить  ,"Стало значительно лучше, чем раньше ","Стало немного лучше, чем раньше ",231,Qual0196-1602Russia,452,,,F,6OMPsRiZHpYimaNEr5Q9eN,5,.75,1,,23476773,598,,anonymous,25-34,,452
28/03/2024 03:43,28/03/2024 03:50,IP Address,100,464,True,28/03/2024 03:50,R_62pOVbduQ9CuoZb,anonymous,EN,1,,0,0,,0,0,1.322,0,Подтверждаю,37,Тульская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),88,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,,Скорее контролирует политическую ситуацию,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало немного лучше, чем раньше ",127,Qual0196-1602Russia,464,,,F,5m3mbH4jz5x4mLKDFX5bPu,5,.75,1,,23476773,598,,anonymous,35-44,,464
28/03/2024 03:45,28/03/2024 03:51,IP Address,100,314,True,28/03/2024 03:51,R_3mFdT2yoBXsTABj,anonymous,EN,0.899999976,,0,0,,0,0,1.01,0,Подтверждаю,18,Отказ от ответа,Отказ от ответа ,Мужской ,Начальное,,Да,Отказ от ответа,Совершенно не согласны ,,,,,,,,,Отказ от ответа ,Одобряю  ,Отказ от ответа ,,Отказ от ответа,,,Отказ от ответа,Отказ от ответа,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа ,Отказ от ответа ,Отказ от ответа ,690,Qual0196-1602Russia,314,,,F,1E15pJ8NEpkgtgTbS8x6HV,5,.75,1,,23476773,598,,anonymous,18-24,,314
28/03/2024 03:47,28/03/2024 03:51,IP Address,100,212,True,28/03/2024 03:51,R_5PtaCn4QYKYjiVF,anonymous,EN,1,,0,0,,0,0,1.15,0,Подтверждаю,43,Московская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),82,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",81,Qual0196-1602Russia,212,,,F,7wmN9j3FtyfJHsCyLAp3GO,5,.75,1,,23476773,598,,anonymous,35-44,,212
28/03/2024 03:45,28/03/2024 03:51,IP Address,100,365,True,28/03/2024 03:51,R_164WkkfUvCGI6BP,anonymous,EN,1,,0,0,,0,0,1.149,0,Подтверждаю,37,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Законченное среднее образование (школа, лицей, гимназия)",69,Затрудняюсь ответить,Очень редко ,Скорее не согласны ,,,,Интернет-ресурсы ,,,,,,Затрудняюсь ответить  ,"Подчиняться закону во всех случаях, без исключений ",,,,Скорее контролирует политическую ситуацию,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее соблюдаются,Скорее не оправдано,Затрудняюсь ответить,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало значительно лучше, чем раньше ",187,Qual0196-1602Russia,365,,,F,5kTLE8QNN3s0MiTWiEtsis,5,.75,1,,23476773,598,,anonymous,35-44,,365
